"Partner ID","Partner Dealer ID","DT Dealer ID","Legal Name","DBA Name","Street","City","State","PostalCode","Phone","Fax","Status","CRM","Dealership's Customer Contact Email","Leads","Ford LPS PA Code","Urban Science Vendor Id","Shift Digital Vendor Id","Hide Videos","Dealer Groups","Profile ID"
"DRW","3409","3409","Holman BMW of Pembroke Pines","Holman BMW of Pembroke Pines - DARWIN","14800 Sheridan St","Pembroke Pines","FL","33331"," 877-840-1357",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3414","3414","Holman Honda of Fort Lauderdale","Holman Honda of Fort Lauderdale - DARWIN","12 East Sunrise Blvd","Fort Lauderdale","FL","33304","(954) 607-6648",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3415","3415","Holman Infiniti","Holman Infiniti - DARWIN","577 Route 38 West","Maple Shade","NJ","08052","856-231-4400",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3416","3416","Holman BMW of Fort Lauderdale","Holman BMW of Fort Lauderdale - DARWIN","1441 South Federal Hwy","Fort Lauderdale","FL","33316","877-728-4973",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3418","3418","Holman Lauderdale MINI","Holman Lauderdale MINI - DARWIN","2125 S Federal Hwy","Fort Lauderdale","FL","33316","888-557-5371",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3421","3421","Holman MINI of Mount Laurel","Holman MINI of Mount Laurel - DARWIN","1311 Route 73","Mount Laurel","NJ","08054","(856) 394-5575",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3422","3422","Holman Princeton BMW","Holman Princeton BMW - DARWIN","3630 Quakerbridge Rd","Hamilton","NJ","08619","",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3452","3452","Friendly Kia","Friendly Kia - DARWIN","5819 US Hwy 19","New Port Richey","FL","34652","833-508-5533",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3641","3641","South Shore Subaru","South Shore Subaru - DARWIN","305 East Sunrise Highway","Lindenhurst","NY","11757","833-361-6555",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3642","3642","Garden City CDJR","Garden City CDJR - DARWIN","283 N Franklin Avenue","Hempstead","NY","11590","516-554-0707",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3643","3643","Grand Prix Subaru","Grand Prix Subaru - DARWIN","500 South Broadway","Hicksville","NY","11801","888-868-1379",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3650","3650","Westbury Chrysler Dodge Jeep RAM","Westbury Chrysler Dodge Jeep RAM - DARWIN","100 Jericho Turnpike","Jericho","NY","11753","516-997-3900",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3651","3651","Westbury Alfa Romeo Fiat","Westbury Alfa Romeo Fiat - DARWIN","928 Jericho Turnpike","Westbury","NY","11590","516-874-5517",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3652","3652","Volvo Cars of Huntington","Volvo Cars of Huntington - DARWIN","345 West Jericho Turnpike","Westbury","NY","11743","888-451-3548",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3782","3782","Holman Motorcars Fort Lauderdale","Holman Motorcars Fort Lauderdale - DARWIN","900 E Sunrise Blvd","Ft Lauderdale","FL","33304","954-793-4858",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3828","3828","Steve White Auto Group","Steve White Auto Group - DARWIN","100 Duvall Dr.","Greenville","SC","29607","864-288-8300",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3982","3982","Fathers & Sons Auto Group","Fathers & Sons Auto Group - DARWIN","434 Memorial Ave","West Springfield","MA","01089","413-785-1631",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4010","4010","Russ Darrow Waukesha Kia","Russ Darrow Waukesha Kia - DARWIN","2141 E Moreland Blvd","Waukesha","WI","53186","262-547-1761",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4020","4020","McDonald Volvo","McDonald Volvo - DARWIN","6040 S Broadway","Littleton","CO","80121","720-730-5136",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4026","4026","Russ Darrow Kia of Wauwatosa","Russ Darrow Kia of Wauwatosa - DARWIN","1901 North Mayfair Road","Wauwatosa","WI","53226","414-867-3027",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4052","4052","Atlanta West Kia","Atlanta West Kia - DARWIN","1301 Thornton Rd","Lithia Springs","GA","30122","678-715-5399",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4054","4054","Atlanta West Chrysler Dodge Jeep RAM","Atlanta West Chrysler Dodge Jeep RAM - DARWIN","1251 Thornton Rd","Lithia Springs","GA","30122","770-942-1102",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4059","4059","Hyundai of Cumming","Hyundai of Cumming - DARWIN","750 Peachtree Pkwy","Cumming","GA","30041","470-533-5100",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4066","4066","Russ Darrow Kia of Madison","Russ Darrow Kia of Madison - DARWIN","6525 Odano Road","Madison","WI","53719","608-716-3192",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4075","4075","Vic Bailey Volkswagen","Vic Bailey Volkswagen - DARWIN","2671 Reidville","Spartanburg","SC","29301","864-383-0363",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4077","4077","Vic Bailey Honda","Vic Bailey Honda - DARWIN","500 East Daniel Morgan Ave","Spartanburg","SC","29302","864-585-5344",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4132","4132","Mini Peabody","Mini Peabody - DARWIN","209 Andover Street","Peabody","MA","01960","(978) 536-0088",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4134","4134","Jaguar Land Rover of Peabody","Jaguar Land Rover of Peabody - DARWIN","247 Newbury Street","Peabody","MA","01960","(978) 535-9200",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4135","4135","BMW of Peabody","BMW of Peabody - DARWIN","221 Andover St","Peabody","MA","01960","(978) 573-5682",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4136","4136","Mini Bedford","Mini Bedford - DARWIN","209 S River Road","Bedford","NH","03110","(603) 637-2900",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4137","4137","Mid City Motor World","Mid City Motor World - DARWIN","4800 North Highway 101","Eureka","CA","95503","707-443-4871",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4138","4138","Harper Motors","Harper Motors - DARWIN","4800 Highway 101 North","Eureka","CA","95503","707-443-7311",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4144","4144","Marty Sussman Honda","Marty Sussman Honda - DARWIN","1543 Easton Road","Roslyn","PA","19001","215-887-1800",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4145","4145","Sussman Hyundai","Sussman Hyundai - DARWIN","1645 Easton Road","Willow Grove","PA","19090","215-392-9020",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4149","4149","Turner Chevrolet Harrisburg","Turner Chevrolet Harrisburg - DARWIN","1251 Paxton St","Harrisburg","PA","17104","(717) 234-4444",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4163","4163","Sussman Acura","Sussman Acura - DARWIN","850 Old York Road","Jenkintown","PA","19046","215-572-1800",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4164","4164","Sussman Kia","Sussman Kia - DARWIN","1940 Jenkintown Road","Jenkintown","PA","19046","215-884-9000",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4165","4165","Mercedes Benz of Burlington","Mercedes Benz of Burlington - DARWIN","80 Cambridge St","Burlington","MA","01803","(781) 229-1600",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4181","4181","Bayside Nissan of Annapolis","Bayside Nissan of Annapolis - DARWIN","2542 Riva Road","Annapolis","MD","21401","410-224-0707",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4233","4233","Generation KIA","Generation KIA - DARWIN","4825 Sunrise Hwy","Bohemia","NY","11716","631 569 5700",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4269","4269","Matthews Ford","Matthews Ford - DARWIN","175 East Main Street","Norwich","NY","13815","(607) 584-5354",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4270","4270","Matthews Chevrolet","Matthews Chevrolet - DARWIN","3733 Vestal Road","Vestal","NY","13850","(607) 584-5354",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4271","4271","Matthews Import Center","Matthews Import Center - DARWIN","3013 Vestal Parkway","Vestal","NY","13850","(607) 584-5354",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4272","4272","Matthews GM Center","Matthews GM Center - DARWIN","3721 Vestal Road","Vestal","NY","13850","(607) 584-5354",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4273","4273","Matthews on the Parkway","Matthews on the Parkway - DARWIN","2100 Vestal Parkway","Vestal","NY","13850","(607) 584-5354",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4274","4274","Matthews of Scranton","Matthews of Scranton - DARWIN","3007 Scranton Carbondale Highway","Blakely","PA","18447","570-382-3297",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4308","4308","Holman Go","Holman Go - DARWIN","3466 US Hwy 1","West Windsor","NJ","08540","(609) 524-9010",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4325","4325","Martin Newark Dealership, Inc","Martin Newark Dealership, Inc - DARWIN","298 East Cleveland Avenue","Newark","DE","19711","302-731-4233",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4334","4334","Kirby Kia of Ventura","Kirby Kia of Ventura - DARWIN","6424 Auto Center Dr","Ventura","CA","93003","(805) 644-2241",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4362","4362","Lakeland Volkswagen","Lakeland Volkswagen - DARWIN","209 S. Lake Parker Ave","Lakeland","FL","33801","863-688-8112",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4492","4492","Kia Delray","Kia Delray - DARWIN","2255 S Federal Hwy","Delray Beach","FL","33483","855-446-3285",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4516","4516","Checkered Flag Jaguar Land Rover","Checkered Flag Jaguar Land Rover - DARWIN","2865 Virginia Beach Blvd","Virginia Beach","VA","23452","757.703.7088",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4589","4589","Bill Kolb Jr. Subaru","Bill Kolb Jr. Subaru - DARWIN","252 Rt 303","Orangeburg","NY","10962","845-359-7777",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4597","4597","Leesburg Volkswagen","Leesburg Volkswagen - DARWIN","9105 US Highway 441","Leesburg","FL","34748","352-360-7150",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4605","4605","Findlay Audi Modesto","Findlay Audi Modesto - DARWIN","4151 McHenry Ave","Modesto","CA","95354","209 458 6006",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4653","4653","Chrysler of Culpeper","Chrysler of Culpeper - DARWIN","11030 James Monroe Hwy","Culpeper","VA","22701","(540) 547-3981",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4711","4711","Piazza Mercedes-Benz of Wilmington","Piazza Mercedes-Benz of Wilmington - DARWIN","3801 Lancaster Pike","Wilmington","DE","19805","302-995-5025",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4713","4713","Piazza Honda of Pottstown","Piazza Honda of Pottstown - DARWIN","629 North Lewis Rd","Limerick","PA","19468","610-495-7076",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4714","4714","Piazza Acura of West Chester","Piazza Acura of West Chester - DARWIN","1330 Wilmington Pike","West Chester","PA","19382","877-841-6095",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4728","4728","Piazza Honda of Springfield","Piazza Honda of Springfield - DARWIN","780 Baltimore Pike","Springfield","PA","19064","888-829-6308",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4729","4729","Ewald CJDR Oconomowoc","Ewald CJDR Oconomowoc - DARWIN","36833 E Wisconsin Ave","Oconomowoc","WI","53066","2625673400",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4730","4730","Piazza Jaguar Land Rover Willow Grove","Piazza Jaguar Land Rover Willow Grove - DARWIN","900 South York Rd","Willow Grove","PA","19090","215-443-5900",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4731","4731","Ewalds KIA","Ewalds KIA - DARWIN","36833 E Wisconsin Ave","Oconomowoc","WI","53066","2625696500",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4732","4732","Ewald CJDR Franklin","Ewald CJDR Franklin - DARWIN","6319 S 108th St","Franklin","WI","53132","4144272000",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4734","4734","Ewald Chevrolet Buick","Ewald Chevrolet Buick - DARWIN","36833 E Wisconsin Ave","Oconomowoc","WI","53066","252-567-5555",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4746","4746","Volkswagen of Salem County","Volkswagen of Salem County - DARWIN","815 Route 40","Monroeville","NJ","08343","(856) 358-8103",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4771","4771","Sport Subaru South Orlando","Sport Subaru South Orlando - DARWIN","9951 Orange Blossom Trail","Orlando","FL","32837","888-709-0655",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4780","4780","Audi Norwell","Audi Norwell - DARWIN","59 Pond Street","Norwell","MA","02061","855.805.4846",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4781","4781","Boston Volvo Cars","Boston Volvo Cars - DARWIN","61 N Beacon St #101","Allston","MA","02134","855.910.6428",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4785","4785","Volvo Cars Danvers","Volvo Cars Danvers - DARWIN","24B Commonwealth St","Danvers","MA","01923","855.488.6018",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4803","4803","Wayne Subaru","Wayne Subaru - DARWIN","600 Route 23 North","Pompton Plains","NJ","07444","888-840-3025",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4813","4813","Mini of Baltimore County","Mini of Baltimore County - DARWIN","720 Kenilworth Drive","Towson","MD","21204","(833) 791-8968",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4814","4814","Jaguar Land Rover of Hunt Valley","Jaguar Land Rover of Hunt Valley - DARWIN","10260 York Rd.","Cockeysville","MD","21030","(443) 632-1199",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4815","4815","Audi of Owings Mills","Audi of Owings Mills - DARWIN","9804 Reistertown Rd","Owings Mills","MD","21117","(443) 632-1199",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4816","4816","Porsche of Towson","Porsche of Towson - DARWIN","700 Kenilworth Drive","Towson","MD","21204","(443) 914-7141",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4819","4819","BMW of Rockville","BMW of Rockville - DARWIN","1300 Rockville Pike","Rockville","MD","20852","(301) 984-8989",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4820","4820","Acura Hunt Valley","Acura Hunt Valley - DARWIN","10400 York Road","Cockeysville","MD","21030","(410) 666-5300",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4821","4821","BMW of Bel Air","BMW of Bel Air - DARWIN","716 Belair Road","Bel Air","MD","21014","(443) 345-2712",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4822","4822","BMW of Towson","BMW of Towson - DARWIN","700 Kenilworth Drive","Towson","MD","21204","(410) 296-7900",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4836","4836","Subaru of Winchester","Subaru of Winchester - DARWIN","3019 Valley avenue ","Winchester","VA","22601","540-545-8000",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4872","4872","Jim Ellis Toyota of McDonough","Jim Ellis Toyota of McDonough - DARWIN","144 Highway 81 West","McDonough","GA","30253","770-288-3755",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4901","4901","Rafferty Subaru","Rafferty Subaru - DARWIN","4700 Westchester Pike ","Newton Square","PA","19073","(877) 449-0554",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","4984","4984","First Team Subaru (Norfolk)","First Team Subaru (Norfolk) - DARWIN","6611 E Virginia Beach Blvd ","Norfolk ","VA","23502","757-461-8855",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5001","5001","Hyundai of North Charleston","Hyundai of North Charleston - DARWIN","8485 Rivers Ave","North Charleston","SC","29406","843.375.8040",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5002","5002","Hyundai of Kennesaw","Hyundai of Kennesaw - DARWIN","2878 Barrett Lakes Blvd","Kennesaw","GA","30144","678-631-3575",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5041","5041","Audi Atlanta","Audi Atlanta - DARWIN","5805 Peachtree Blvd","Atlanta","GA","30341","877-465-2802",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5068","5068","Mercedes Benz of Easton","Mercedes Benz of Easton - DARWIN","4300 Morse Crossing","Columbus","OH","43230","888-530-5742",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5113","5113","Price Acura","Price Acura - DARWIN","4585 S. Dupont Highway","Dover","DE","19901","302-734-5000",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5114","5114","Price Honda","Price Honda - DARWIN","4567 S. Dupont Highway","Dover","DE","19901","302-213-6839",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5138","5138","University Volvo","University Volvo - DARWIN","7716 N Tryon St","Charlotte","NC","28262","704-547-1095",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5158","5158","Matthews Nissan","Matthews Nissan - DARWIN","3101 Vestal Pkwy E","Vestal","NY","13850","(607) 584-5354",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5160","5160","Motorcars Acura Volvo","Motorcars Acura Volvo - DARWIN","18123 Rockside Rd","Bedford","OH","44146","833-216-7816",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5192","5192","Three Rivers Volkswagen","Three Rivers Volkswagen - DARWIN","3694 Washington Rd","McMurray","PA","15317","724-941-6100",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5258","5258","Porsche Atlanta Perimeter","Porsche Atlanta Perimeter - DARWIN","4006 Carver Dr","Atlanta","GA","30360","1-888-893-6299",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5277","5277","Porsche Nashua","Porsche Nashua - DARWIN","170 Main Dunstable Road","Nashua","NH","03060","(603) 595-1707",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5320","5320","Olathe Kia","Olathe Kia - DARWIN","130 N Fir St","Olathe","KS","66061","913-390-6800",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5321","5321","Olathe Subaru","Olathe Subaru - DARWIN","505 S Fir St","Olathe","KS","66061","913-780-0400",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5349","5349","495 Chrysler Dodge Jeep Ram","495 Chrysler Dodge Jeep Ram - DARWIN","732 Rogers Street","Lowell","MA","01852","978-454-1400",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5353","5353","Reeves Imports","Reeves Imports - DARWIN","11337 N Florida Ave","Tampa","FL","33612","813-499-2247",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5365","5365","Toms River Volkswagen","Toms River Volkswagen - DARWIN","256 Route 37 East","Toms River","NJ","08753","732-575-1800",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5394","5394","Street Volkswagen","Street Volkswagen - DARWIN","8707 Pilgrim Drive","Amarillo","TX","79119","806-350-8999",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5396","5396","Boston Volkswagen","Boston Volkswagen - DARWIN","43 North Beacon Street","Watertown","MA","02472","(617) 783-1300",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5429","5429","Furrow Mercedes-Benz of Knoxville","Furrow Mercedes-Benz of Knoxville - DARWIN","10131 Parkside Drive","Knoxville","TN","37922","(865) 777-2222",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","5476","5476","Fischer Honda","Fischer Honda - DARWIN","15 E Michigan Avenue","Ypsilanti","MI","48198","734-483-0323",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
